"member_id","loan_amnt","funded_amnt","term","int_rate","emp_length","home_ownership","annual_inc","verification_status","loan_status","purpose","grade"
24784713,10850,10850,"36 months",12.99,"7 years","MORTGAGE",56000,"Source Verified","Current","debt_consolidation","C"
63097486,19675,19675,"60 months",19.19,"10+ years","MORTGAGE",76500,"Source Verified","Current","debt_consolidation","E"
14510852,8000,8000,"36 months",22.45,"n/a","OWN",50000,"Source Verified","Late (16-30 days)","credit_card","E"
67537590,29000,29000,"60 months",13.33,"10+ years","MORTGAGE",128000,"Source Verified","Current","debt_consolidation","C"
48622068,18000,18000,"60 months",21.67,"10+ years","MORTGAGE",50000,"Source Verified","Current","debt_consolidation","E"
2277622,10000,10000,"36 months",7.62,"3 years","RENT",32000,"Verified","Fully Paid","credit_card","A"
10441752,25000,25000,"36 months",7.9,"1 year","MORTGAGE",85000,"Verified","Current","home_improvement","A"
12528999,3600,3600,"36 months",12.85,"2 years","MORTGAGE",36000,"Not Verified","Fully Paid","debt_consolidation","B"
3178153,10000,10000,"36 months",8.9,"2 years","RENT",40000,"Not Verified","Current","credit_card","A"
4848015,23325,23325,"60 months",23.5,"6 years","MORTGAGE",80000,"Verified","Late (31-120 days)","debt_consolidation","F"
8073696,24000,24000,"60 months",15.22,"4 years","MORTGAGE",84000,"Verified","Current","debt_consolidation","C"
16582071,23850,23850,"60 months",18.25,"1 year","RENT",55000,"Verified","Current","credit_card","D"
60304804,20000,20000,"36 months",7.89,"3 years","OWN",1e+05,"Not Verified","Current","credit_card","A"
63088996,22000,22000,"36 months",5.32,"10+ years","MORTGAGE",80000,"Source Verified","Current","debt_consolidation","A"
39101724,10575,10575,"36 months",18.54,"4 years","RENT",49000,"Source Verified","Fully Paid","debt_consolidation","E"
18455596,35000,35000,"36 months",8.39,"2 years","RENT",332000,"Verified","Current","credit_card","A"
68401789,24000,24000,"60 months",19.99,"8 years","RENT",80000,"Verified","Current","small_business","E"
48053032,8000,8000,"36 months",9.99,"1 year","RENT",45000,"Source Verified","Current","credit_card","B"
4223242,22250,22250,"60 months",21.49,"10+ years","MORTGAGE",80000,"Verified","Current","home_improvement","E"
59781987,10000,10000,"60 months",16.99,"1 year","RENT",32500,"Not Verified","Current","credit_card","D"
58115454,15000,15000,"36 months",8.18,"1 year","MORTGAGE",120000,"Source Verified","Current","debt_consolidation","B"
70395923,18300,18300,"60 months",8.18,"10+ years","MORTGAGE",88250,"Not Verified","Current","debt_consolidation","B"
24584640,35000,35000,"36 months",13.35,"7 years","MORTGAGE",122000,"Verified","Current","debt_consolidation","C"
19035207,15850,15850,"60 months",22.15,"5 years","MORTGAGE",46791,"Verified","Current","debt_consolidation","E"
4849872,16475,16475,"36 months",18.49,"10+ years","RENT",37364,"Source Verified","Fully Paid","debt_consolidation","D"
66363245,6400,6400,"36 months",9.17,"2 years","OWN",1e+05,"Source Verified","Current","major_purchase","B"
70538690,17725,17725,"60 months",17.86,"< 1 year","RENT",54000,"Not Verified","Current","debt_consolidation","D"
67531443,6000,6000,"36 months",5.32,"10+ years","RENT",108000,"Source Verified","Current","other","A"
12956724,19200,19200,"60 months",19.22,"10+ years","MORTGAGE",153000,"Verified","Current","home_improvement","D"
64995162,12000,12000,"36 months",7.26,"7 years","MORTGAGE",94000,"Source Verified","Current","debt_consolidation","A"
7007689,20000,20000,"36 months",15.31,"10+ years","MORTGAGE",68000,"Verified","Fully Paid","debt_consolidation","C"
567139,1500,1500,"36 months",13.92,"3 years","MORTGAGE",54000,"Not Verified","Charged Off","debt_consolidation","C"
60807795,14000,14000,"36 months",7.89,"9 years","MORTGAGE",65000,"Not Verified","Current","credit_card","A"
72989842,26400,26400,"36 months",17.97,"4 years","RENT",67000,"Not Verified","Issued","debt_consolidation","D"
71216189,8400,8400,"36 months",7.89,"n/a","MORTGAGE",70000,"Not Verified","Current","home_improvement","A"
12014282,5000,5000,"36 months",8.9,"3 years","RENT",34000,"Not Verified","Current","credit_card","A"
55307952,12000,12000,"36 months",12.69,"6 years","MORTGAGE",70000,"Source Verified","Current","debt_consolidation","C"
555030,20000,20000,"36 months",12.53,"5 years","RENT",51000,"Not Verified","Fully Paid","other","B"
7669849,16000,16000,"60 months",12.35,"10+ years","MORTGAGE",105000,"Source Verified","Fully Paid","credit_card","B"
2980360,28000,28000,"36 months",8.9,"10+ years","MORTGAGE",194978,"Verified","Fully Paid","credit_card","A"
43447351,7800,7800,"36 months",13.66,"5 years","RENT",31000,"Verified","Late (31-120 days)","debt_consolidation","C"
33149112,20000,20000,"36 months",13.98,"2 years","MORTGAGE",52000,"Verified","Charged Off","debt_consolidation","C"
45821052,13000,13000,"36 months",6.68,"< 1 year","RENT",72000,"Not Verified","Current","credit_card","A"
25566419,33000,33000,"36 months",12.49,"10+ years","MORTGAGE",71968,"Verified","Current","credit_card","B"
149475,8400,8400,"36 months",15.65,"8 years","RENT",36000,"Not Verified","Does not meet the credit policy. Status:Charged Off","other","F"
1868870,35000,35000,"36 months",21.98,"< 1 year","RENT",90000,"Verified","Fully Paid","debt_consolidation","E"
42543027,20000,20000,"36 months",12.99,"3 years","RENT",63000,"Source Verified","Current","debt_consolidation","C"
31076884,7000,7000,"36 months",6.49,"5 years","RENT",78000,"Not Verified","Fully Paid","credit_card","A"
7831566,17000,17000,"60 months",21.6,"10+ years","RENT",77667,"Verified","Fully Paid","debt_consolidation","E"
59603006,4500,4500,"36 months",12.29,"10+ years","MORTGAGE",75000,"Source Verified","Current","debt_consolidation","C"
64973458,26775,26775,"60 months",18.55,"1 year","RENT",75000,"Not Verified","Current","debt_consolidation","E"
10348872,30000,30000,"60 months",19.52,"< 1 year","OWN",130000,"Source Verified","Current","debt_consolidation","D"
24794437,6000,6000,"36 months",17.57,"3 years","RENT",60000,"Not Verified","Fully Paid","debt_consolidation","D"
8718314,11000,11000,"36 months",9.71,"< 1 year","RENT",49500,"Not Verified","Current","debt_consolidation","B"
43276306,12000,12000,"36 months",6.99,"5 years","RENT",60000,"Not Verified","Current","credit_card","A"
30935542,23775,23775,"60 months",16.99,"3 years","RENT",135000,"Verified","Current","debt_consolidation","D"
8927487,13000,13000,"36 months",9.99,"10+ years","MORTGAGE",73000,"Not Verified","Current","debt_consolidation","B"
2356973,18500,18500,"36 months",7.9,"5 years","RENT",91000,"Verified","Fully Paid","credit_card","A"
66373629,6000,6000,"36 months",8.18,"8 years","MORTGAGE",31200,"Source Verified","Current","credit_card","B"
68458160,30000,30000,"60 months",17.57,"2 years","RENT",71000,"Source Verified","Current","debt_consolidation","D"
40463611,6400,6400,"36 months",12.99,"7 years","MORTGAGE",75700,"Not Verified","Fully Paid","debt_consolidation","C"
73403308,8000,8000,"36 months",9.8,"< 1 year","OWN",72000,"Not Verified","Issued","debt_consolidation","B"
962494,15000,15000,"36 months",11.99,"4 years","RENT",62400,"Not Verified","Fully Paid","debt_consolidation","B"
677989,8000,8000,"60 months",13.98,"8 years","MORTGAGE",115000,"Not Verified","Fully Paid","major_purchase","C"
37096772,13375,13375,"36 months",15.99,"10+ years","RENT",50000,"Not Verified","Current","debt_consolidation","D"
71256606,5000,5000,"36 months",7.26,"10+ years","RENT",45000,"Verified","Current","credit_card","A"
24794898,7000,7000,"36 months",13.35,"1 year","RENT",40000,"Source Verified","Current","credit_card","C"
41288546,9600,9600,"36 months",7.49,"7 years","MORTGAGE",65000,"Source Verified","Current","debt_consolidation","A"
461515,18500,18500,"36 months",13.16,"6 years","OWN",55000,"Verified","Charged Off","debt_consolidation","C"
27870011,30000,30000,"60 months",14.99,"10+ years","RENT",132000,"Verified","Current","debt_consolidation","C"
1581126,30000,30000,"60 months",23.33,"10+ years","MORTGAGE",75376.32,"Verified","Current","debt_consolidation","F"
38991477,20000,20000,"60 months",11.99,"2 years","MORTGAGE",85500,"Source Verified","Current","credit_card","B"
57708910,19200,19200,"60 months",9.99,"2 years","RENT",77250,"Source Verified","Current","debt_consolidation","B"
3858704,7200,7200,"36 months",14.33,"10+ years","MORTGAGE",73000,"Verified","Current","debt_consolidation","C"
70538155,20000,20000,"60 months",11.99,"6 years","MORTGAGE",45000,"Source Verified","Current","credit_card","C"
8132802,30000,30000,"36 months",18.25,"9 years","RENT",1e+05,"Verified","Fully Paid","debt_consolidation","D"
679020,10800,10800,"36 months",10.75,"10+ years","MORTGAGE",100800,"Not Verified","Fully Paid","major_purchase","B"
31486941,10000,10000,"36 months",16.99,"3 years","OWN",30000,"Not Verified","Current","credit_card","D"
67759137,16000,16000,"60 months",13.18,"4 years","MORTGAGE",36000,"Source Verified","Current","credit_card","C"
23073905,12000,12000,"60 months",13.35,"< 1 year","MORTGAGE",60000,"Not Verified","Fully Paid","credit_card","C"
32888694,20650,20650,"36 months",14.49,"7 years","OWN",46000,"Verified","Current","debt_consolidation","C"
18224449,13000,13000,"36 months",10.99,"1 year","MORTGAGE",147000,"Not Verified","Current","debt_consolidation","B"
5777047,12800,12800,"36 months",16.29,"7 years","RENT",50000,"Verified","Charged Off","credit_card","C"
1430988,13150,13150,"36 months",6.62,"1 year","MORTGAGE",95000,"Not Verified","Fully Paid","debt_consolidation","A"
53131937,15000,15000,"36 months",13.99,"2 years","OWN",234000,"Source Verified","Current","major_purchase","C"
1821666,8825,8825,"36 months",13.11,"2 years","OWN",41000,"Not Verified","Fully Paid","debt_consolidation","B"
67799246,10000,10000,"60 months",13.99,"10+ years","MORTGAGE",30000,"Source Verified","Current","debt_consolidation","C"
59759335,12425,12425,"36 months",13.99,"10+ years","MORTGAGE",63500,"Source Verified","Fully Paid","debt_consolidation","C"
756778,14000,14000,"36 months",14.84,"5 years","RENT",56000,"Not Verified","Does not meet the credit policy. Status:Charged Off","debt_consolidation","D"
52325342,1800,1800,"36 months",13.99,"10+ years","RENT",98000,"Source Verified","Current","debt_consolidation","C"
59751010,4000,4000,"36 months",16.55,"10+ years","RENT",55000,"Verified","Current","other","D"
8300942,21000,21000,"36 months",11.55,"6 years","MORTGAGE",1e+05,"Verified","Current","debt_consolidation","B"
22953584,12200,12200,"36 months",10.99,"4 years","MORTGAGE",45000,"Not Verified","Current","credit_card","B"
72088929,12000,12000,"36 months",7.26,"2 years","RENT",67000,"Verified","Current","debt_consolidation","A"
871678,12000,12000,"36 months",5.79,"3 years","MORTGAGE",1e+05,"Verified","Fully Paid","credit_card","A"
69869510,2800,2800,"36 months",6.89,"n/a","RENT",12000,"Verified","Current","credit_card","A"
660174,10000,10000,"36 months",11.36,"4 years","RENT",42000,"Not Verified","Charged Off","renewable_energy","B"
11637473,22000,22000,"60 months",19.22,"8 years","MORTGAGE",50000,"Verified","Late (31-120 days)","debt_consolidation","D"
46676139,20400,20400,"36 months",9.99,"10+ years","OWN",50000,"Source Verified","Current","credit_card","B"
68528468,4000,4000,"36 months",12.05,"3 years","RENT",30000,"Source Verified","Current","debt_consolidation","C"
46312007,25000,25000,"36 months",9.99,"6 years","MORTGAGE",135000,"Verified","Current","debt_consolidation","B"
15098738,2500,2500,"36 months",23.43,"5 years","MORTGAGE",44500,"Not Verified","Current","home_improvement","F"
6457316,13200,13200,"60 months",15.8,"3 years","RENT",84000,"Source Verified","Current","car","C"
43997738,24525,24525,"60 months",11.53,"10+ years","MORTGAGE",165000,"Verified","Fully Paid","debt_consolidation","B"
1432932,2800,2800,"36 months",10.74,"10+ years","MORTGAGE",50000,"Not Verified","Fully Paid","credit_card","B"
64242454,20000,20000,"36 months",12.29,"10+ years","MORTGAGE",108000,"Not Verified","Current","debt_consolidation","C"
6907763,6900,6900,"36 months",17.27,"3 years","RENT",34000,"Not Verified","Current","debt_consolidation","C"
70437984,20000,20000,"60 months",12.59,"10+ years","MORTGAGE",70000,"Not Verified","Current","credit_card","C"
16250299,20000,20000,"36 months",14.64,"2 years","MORTGAGE",88000,"Verified","Fully Paid","debt_consolidation","C"
70611167,29125,29125,"60 months",16.55,"10+ years","MORTGAGE",160000,"Verified","Current","home_improvement","D"
10312528,12000,12000,"60 months",17.1,"10+ years","RENT",71500,"Source Verified","Fully Paid","debt_consolidation","C"
1646734,18000,18000,"60 months",22.47,"10+ years","RENT",72180,"Verified","Current","debt_consolidation","E"
59714511,4800,4800,"36 months",6.89,"6 years","OWN",65000,"Verified","Current","major_purchase","A"
9888292,30000,30000,"60 months",15.61,"10+ years","MORTGAGE",74000,"Verified","Current","debt_consolidation","C"
66255789,10000,10000,"36 months",9.99,"4 years","RENT",75000,"Verified","Current","debt_consolidation","B"
5022961,4000,4000,"36 months",19.72,"8 years","MORTGAGE",34000,"Not Verified","Fully Paid","home_improvement","D"
42154362,15500,15500,"60 months",12.39,"9 years","MORTGAGE",64000,"Verified","Current","debt_consolidation","C"
70914974,12000,12000,"60 months",13.18,"10+ years","MORTGAGE",150000,"Source Verified","Current","debt_consolidation","C"
57678925,15000,15000,"36 months",12.69,"10+ years","MORTGAGE",78000,"Verified","Current","debt_consolidation","C"
55407333,5000,5000,"36 months",13.33,"10+ years","RENT",65000,"Source Verified","Current","debt_consolidation","C"
71296444,2400,2400,"36 months",14.48,"10+ years","RENT",110000,"Source Verified","Current","other","C"
5298636,10000,10000,"36 months",6.62,"< 1 year","MORTGAGE",130000,"Not Verified","Fully Paid","credit_card","A"
21408041,18150,18150,"36 months",16.29,"7 years","RENT",52518,"Verified","Current","major_purchase","D"
65449729,30000,30000,"36 months",16.99,"10+ years","RENT",93000,"Verified","Current","debt_consolidation","D"
49943474,15000,15000,"36 months",13.99,"3 years","MORTGAGE",95000,"Source Verified","Current","debt_consolidation","C"
4307284,6075,6075,"36 months",13.11,"6 years","RENT",25000,"Not Verified","Fully Paid","debt_consolidation","B"
1358888,11000,11000,"36 months",6.62,"5 years","MORTGAGE",45000,"Source Verified","Fully Paid","debt_consolidation","A"
63048397,12250,12250,"36 months",7.89,"9 years","MORTGAGE",80000,"Source Verified","Current","credit_card","A"
37907692,19200,19200,"36 months",9.49,"10+ years","MORTGAGE",38400,"Not Verified","Current","credit_card","B"
52386846,21000,21000,"60 months",13.33,"10+ years","MORTGAGE",109000,"Source Verified","Current","credit_card","C"
14418771,10000,10000,"36 months",15.61,"2 years","RENT",55000,"Verified","Fully Paid","debt_consolidation","C"
41045020,8125,8125,"36 months",19.24,"n/a","MORTGAGE",24000,"Verified","Current","debt_consolidation","E"
11994824,5000,5000,"36 months",12.85,"10+ years","MORTGAGE",66367,"Verified","Current","home_improvement","B"
35784149,8000,8000,"36 months",10.15,"< 1 year","MORTGAGE",39000,"Source Verified","Current","home_improvement","B"
41309892,10550,10550,"36 months",16.49,"6 years","RENT",55000,"Source Verified","Current","major_purchase","D"
43445644,7000,7000,"36 months",11.99,"8 years","MORTGAGE",45000,"Source Verified","Current","debt_consolidation","B"
62089547,5850,5850,"36 months",16.55,"n/a","RENT",66000,"Not Verified","Current","debt_consolidation","D"
9667171,3975,3975,"36 months",11.99,"n/a","RENT",13332,"Verified","Fully Paid","credit_card","B"
31237458,16000,16000,"60 months",10.99,"n/a","RENT",61200,"Verified","Current","major_purchase","B"
7203275,10000,10000,"36 months",12.35,"9 years","MORTGAGE",54000,"Not Verified","Fully Paid","debt_consolidation","B"
12518380,14000,14000,"36 months",7.12,"10+ years","RENT",88000,"Not Verified","Current","debt_consolidation","A"
48482584,28000,28000,"36 months",6.39,"10+ years","RENT",2e+05,"Source Verified","Current","debt_consolidation","A"
21368626,7000,7000,"36 months",8.39,"< 1 year","RENT",58000,"Not Verified","Fully Paid","debt_consolidation","A"
63356242,28000,28000,"60 months",15.61,"10+ years","MORTGAGE",72000,"Source Verified","Current","debt_consolidation","D"
70298921,18000,18000,"60 months",16.55,"4 years","RENT",65000,"Not Verified","Current","debt_consolidation","D"
23743857,8000,8000,"36 months",11.67,"10+ years","RENT",48000,"Not Verified","Fully Paid","debt_consolidation","B"
23783785,12000,12000,"36 months",9.17,"< 1 year","MORTGAGE",55000,"Source Verified","Fully Paid","debt_consolidation","B"
69312893,4750,4750,"36 months",14.33,"n/a","RENT",12500,"Verified","Current","credit_card","C"
10441669,10550,10550,"36 months",8.9,"5 years","MORTGAGE",60000,"Not Verified","Fully Paid","debt_consolidation","A"
55436755,7175,7175,"36 months",19.19,"7 years","RENT",33312,"Source Verified","Current","debt_consolidation","E"
73413124,18000,18000,"60 months",10.78,"8 years","MORTGAGE",84000,"Not Verified","Issued","debt_consolidation","B"
62513626,6600,6600,"36 months",5.32,"5 years","MORTGAGE",53000,"Verified","Current","credit_card","A"
4222292,9750,9750,"36 months",7.9,"6 years","RENT",108000,"Not Verified","Fully Paid","credit_card","A"
742697,9500,9500,"60 months",15.95,"10+ years","RENT",72000,"Verified","Charged Off","credit_card","D"
66443285,35000,35000,"36 months",7.89,"10+ years","OWN",85000,"Source Verified","Current","credit_card","A"
64568313,10000,10000,"36 months",5.32,"10+ years","MORTGAGE",101000,"Not Verified","Fully Paid","debt_consolidation","A"
5687630,5000,5000,"36 months",9.99,"10+ years","MORTGAGE",100800,"Source Verified","Current","debt_consolidation","B"
71055205,35000,35000,"60 months",18.49,"9 years","MORTGAGE",95000,"Verified","Current","debt_consolidation","E"
3766912,10375,10375,"36 months",10.16,"< 1 year","OWN",30000,"Not Verified","Fully Paid","debt_consolidation","B"
7021726,11200,11200,"36 months",10.16,"10+ years","MORTGAGE",59000,"Verified","Current","debt_consolidation","B"
9668944,3000,3000,"36 months",7.9,"3 years","MORTGAGE",54000,"Verified","Fully Paid","car","A"
70009531,11025,11025,"60 months",14.33,"1 year","RENT",24000,"Not Verified","Current","credit_card","C"
70409995,25000,25000,"36 months",6.89,"10+ years","MORTGAGE",135000,"Verified","Current","debt_consolidation","A"
16801350,15000,15000,"36 months",11.67,"9 years","MORTGAGE",58648,"Not Verified","Current","debt_consolidation","B"
12508832,8000,8000,"36 months",12.85,"7 years","RENT",65000,"Not Verified","Current","credit_card","B"
14989257,16500,16500,"36 months",9.67,"4 years","RENT",83000,"Source Verified","Current","credit_card","B"
627436,18000,18000,"36 months",14.22,"5 years","MORTGAGE",72000,"Not Verified","Charged Off","debt_consolidation","C"
18583851,10000,10000,"36 months",13.98,"10+ years","OWN",45000,"Source Verified","Fully Paid","credit_card","C"
11939681,26800,26800,"36 months",8.9,"1 year","MORTGAGE",77300,"Verified","Fully Paid","debt_consolidation","A"
1289793,3600,3600,"36 months",6.62,"8 years","MORTGAGE",88824,"Not Verified","Fully Paid","other","A"
43285207,28000,28000,"36 months",8.19,"10+ years","RENT",75000,"Source Verified","Current","debt_consolidation","A"
16330885,19100,19100,"36 months",13.98,"1 year","RENT",72000,"Not Verified","Current","debt_consolidation","C"
41410362,5000,5000,"36 months",11.99,"< 1 year","OWN",18000,"Source Verified","Current","debt_consolidation","B"
35874662,11500,11500,"36 months",14.99,"10+ years","MORTGAGE",77000,"Source Verified","Current","debt_consolidation","C"
49970497,10000,10000,"36 months",9.99,"7 years","MORTGAGE",70000,"Verified","Current","other","B"
61360997,16800,16800,"60 months",13.33,"8 years","RENT",48000,"Verified","Current","debt_consolidation","C"
61506815,18000,18000,"60 months",13.99,"8 years","MORTGAGE",51333,"Not Verified","Current","credit_card","C"
23552929,9550,9550,"36 months",16.99,"3 years","RENT",33488,"Not Verified","In Grace Period","debt_consolidation","D"
14480769,22000,22000,"36 months",11.99,"2 years","RENT",65000,"Source Verified","Current","debt_consolidation","B"
726833,10000,10000,"36 months",7.88,"3 years","RENT",96000,"Source Verified","Fully Paid","wedding","A"
28661573,12000,12000,"36 months",9.17,"9 years","MORTGAGE",55000,"Verified","Current","debt_consolidation","B"
43855739,14450,14450,"36 months",20.49,"3 years","OWN",48000,"Source Verified","Late (31-120 days)","major_purchase","E"
7852877,19750,19750,"60 months",10.64,"4 years","RENT",44000,"Verified","Current","major_purchase","B"
55545840,32000,32000,"36 months",9.17,"10+ years","RENT",1e+05,"Source Verified","Current","credit_card","B"
12418922,10000,10000,"36 months",9.67,"4 years","OWN",30000,"Not Verified","Charged Off","credit_card","B"
59349184,3000,3000,"36 months",8.18,"< 1 year","RENT",60000,"Not Verified","Current","credit_card","B"
70258599,14000,14000,"36 months",11.49,"< 1 year","MORTGAGE",67340,"Not Verified","Current","credit_card","B"
46377816,10000,10000,"36 months",12.29,"3 years","MORTGAGE",89000,"Verified","Current","credit_card","C"
30033761,2500,2500,"36 months",12.49,"2 years","OWN",24000,"Not Verified","Fully Paid","debt_consolidation","B"
59730281,15000,15000,"60 months",13.33,"10+ years","MORTGAGE",90000,"Source Verified","Current","home_improvement","C"
61029394,15000,15000,"60 months",12.29,"2 years","RENT",250000,"Source Verified","Current","debt_consolidation","C"
67767679,8000,8000,"36 months",9.99,"4 years","MORTGAGE",76000,"Verified","Current","debt_consolidation","B"
7857547,19500,19500,"36 months",12.35,"4 years","MORTGAGE",83000,"Verified","Fully Paid","small_business","B"
37127246,17200,17200,"60 months",18.54,"10+ years","MORTGAGE",43000,"Source Verified","Current","home_improvement","E"
59681987,13000,13000,"60 months",13.99,"< 1 year","RENT",35000,"Verified","Current","debt_consolidation","C"
8317242,35000,35000,"36 months",18.85,"< 1 year","OWN",225000,"Source Verified","Fully Paid","debt_consolidation","D"
9381256,10000,10000,"36 months",16.2,"8 years","OWN",80000,"Source Verified","Fully Paid","debt_consolidation","C"
49192405,24575,24575,"36 months",15.61,"n/a","RENT",56000,"Verified","Current","debt_consolidation","D"
41440094,19050,19050,"60 months",17.14,"10+ years","RENT",52000,"Source Verified","Current","credit_card","D"
72747629,7000,7000,"36 months",9.17,"9 years","RENT",35000,"Source Verified","Current","credit_card","B"
32228341,12000,12000,"36 months",12.99,"6 years","RENT",36700,"Not Verified","Current","debt_consolidation","C"
72197115,20000,20000,"60 months",13.18,"10+ years","MORTGAGE",50000,"Verified","Current","debt_consolidation","C"
1094191,25000,25000,"60 months",11.71,"< 1 year","RENT",150000,"Verified","Charged Off","credit_card","B"
8105136,12000,12000,"36 months",13.05,"10+ years","MORTGAGE",79600,"Verified","Current","debt_consolidation","B"
51934584,1900,1900,"36 months",16.55,"10+ years","MORTGAGE",63000,"Not Verified","Current","debt_consolidation","D"
691920,4000,4000,"36 months",15.21,"< 1 year","RENT",30000,"Source Verified","Fully Paid","debt_consolidation","D"
15268939,8400,8400,"36 months",8.9,"10+ years","RENT",66000,"Verified","Current","debt_consolidation","A"
5023895,16000,16000,"36 months",18.49,"6 years","RENT",80000,"Not Verified","Charged Off","debt_consolidation","D"
