AccidentType,inckey,Fatalities,Injuries,TrackDamage,EquipmentDamage,HazmatCars,HazmatCarsDerailed,HazmatCarsReleasing,County,DisplayDate,DisplayTime,calendar,Fiscal,AccidentCause,RailroadCodes,RAILEQUIPMENT_TYPE,CauseGroup,CauseDiscipline,TYPE_OF_TRACK,StateName,latitude,longitude,GeoLocation
Other impacts,2011:08:BNSF:SW0811100,0,0,250,54707,0,0,0,VALENCIA,8/8/2011 0:00,1:10,2011,2011,"H306,","BNSF,",7,"H3,","H,",YARD,New Mexico,34.652589,-106.76703,"New Mexico
(34.652589, -106.76703)"
Obstruction impact,2016:03:BNSF:SW0316108,0,0,135000,250,0,0,0,VALENCIA,3/30/2016 0:00,21:00,2016,2016,"H305,","BNSF,",7,"H3,","H,",YARD,New Mexico,34.655457,-106.76702,"New Mexico
(34.655457, -106.76702)"
Derailments,2012:07:BNSF:SW0712110,0,0,14000,5600,6,0,0,VALENCIA,7/25/2012 0:00,13:10,2012,2012,"T311,","BNSF,",1,"T3,","T,",YARD,New Mexico,34.652393,-106.766847,"New Mexico
(34.652393, -106.766847)"
Derailments,2012:09:BNSF:SW0912102,0,0,27900,4250,0,0,0,VALENCIA,9/11/2012 0:00,2:50,2012,2012,"H607,H702,","BNSF,",7,"H6,H7,","H,",YARD,New Mexico,34.652393,-106.766847,"New Mexico
(34.652393, -106.766847)"
Side collision,2013:05:BNSF:SW0513108,0,0,0,23150,27,1,0,VALENCIA,5/27/2013 0:00,5:15,2013,2013,"H020,","BNSF,",76,"H0,","H,",YARD,New Mexico,34.652393,-106.766847,"New Mexico
(34.652393, -106.766847)"
Derailments,2013:05:BNSF:SW0513111,0,0,15456,8400,0,0,0,VALENCIA,5/26/2013 0:00,10:03,2013,2013,"H702,","BNSF,",1,"H7,","H,",MAIN,New Mexico,34.652393,-106.766847,"New Mexico
(34.652393, -106.766847)"
Derailments,2014:06:BNSF:SW0614100,0,0,15000,13750,0,0,0,VALENCIA,6/6/2014 0:00,17:00,2014,2014,"H607,H702,","BNSF,",7,"H6,H7,","H,",YARD,New Mexico,34.652393,-106.766847,"New Mexico
(34.652393, -106.766847)"
Other impacts,2012:03:BNSF:SW0312113,0,0,0,75500,18,2,0,VALENCIA,3/30/2012 0:00,24:12:00,2012,2012,"H602,","BNSF,",7,"H6,","H,",YARD,New Mexico,34.663307,-106.766786,"New Mexico
(34.663307, -106.766786)"
Derailments,2012:03:BNSF:SW0312111,0,0,25400,6000,4,4,0,VALENCIA,3/15/2012 0:00,17:35,2012,2012,"H312,","BNSF,",7,"H3,","H,",YARD,New Mexico,34.662887,-106.766779,"New Mexico
(34.662887, -106.766779)"
Derailments,2013:05:BNSF:SW0513113,0,0,0,13784,0,0,0,VALENCIA,5/21/2013 0:00,7:25,2013,2013,"H318,","BNSF,",7,"H3,","H,",YARD,New Mexico,34.662466,-106.766696,"New Mexico
(34.662466, -106.766696)"
Side collision,2014:07:BNSF:SW0714108,0,0,2000,29468,0,0,0,VALENCIA,7/11/2014 0:00,17:36,2014,2014,"H318,H021,","BNSF,",7,"H3,H0,","H,",YARD,New Mexico,34.658127,-106.766383,"New Mexico
(34.658127, -106.766383)"
Derailments,2012:04:BNSF:SW0412100,0,0,5000,15000,1,0,0,VALENCIA,4/1/2012 0:00,13:54,2012,2012,"H702,","BNSF,",1,"H7,","H,",YARD,New Mexico,34.630645,-106.763872,"New Mexico
(34.630645, -106.763872)"
Derailments,2015:12:ITSL:ITSL1510,0,0,30000,0,0,0,0,DONA ANA,12/11/2015 0:00,19:20,2015,2016,"H702,H303,","ITSL,",7,"H7,H3,","H,",YARD,New Mexico,31.891016,-106.730635,"New Mexico
(31.891016, -106.730635)"
Derailments,2015:12:UP:1215ST006,0,0,32369,500,0,0,0,DONA ANA,12/11/2015 0:00,19:20,2015,2016,"H995,H702,","UP,",7,"H9,H7,","H,",YARD,New Mexico,31.891016,-106.730635,"New Mexico
(31.891016, -106.730635)"
Fire/violent rupture,2014:11:UP:1114ST010,0,0,0,14588,0,0,0,DONA ANA,11/17/2014 0:00,13:21,2014,2015,"M406,","UP,",1,"M4,","M,",YARD,New Mexico,31.88455,-106.72253,"New Mexico
(31.88455, -106.72253)"
Fire/violent rupture,2014:08:UP:0814DV005,0,0,0,41834,0,0,0,EAGLE,8/1/2014 0:00,16:33,2014,2014,"E74L,","UP,",1,"E7,","E,",MAIN,Colorado,39.893041,-106.706144,"Colorado
(39.893041, -106.706144)"
Derailments,2014:09:UP:0914DV019,0,0,1247686,1759731,0,0,0,CARBON,9/21/2014 0:00,2:30,2014,2014,"E61C,","UP,",1,"E6,","E,",MAIN,Wyoming,41.83785,-106.686662,"Wyoming
(41.83785, -106.686662)"
Highway-rail impact,2013:08:NMRX:08132013A,0,2,200,36806,0,0,0,BERNALILLO,8/14/2013 0:00,11:05,2013,2013,"M302,","ATK,NMRX,",2,"M3,","M,",MAIN,New Mexico,35.01507,-106.66025,"New Mexico
(35.01507, -106.66025)"
Derailments,2015:09:BNSF:SW0915109,0,0,5000,28100,8,0,0,BERNALILLO,9/27/2015 0:00,16:44,2015,2015,"H525,","BNSF,",7,"H5,","H,",YARD,New Mexico,35.059983,-106.65179,"New Mexico
(35.059983, -106.65179)"
Derailments,2012:04:BNSF:SW0412108,0,0,12700,7150,3,0,0,BERNALILLO,4/23/2012 0:00,20:30,2012,2012,"T111,","BNSF,",7,"T1,","T,",YARD,New Mexico,35.061378,-106.651335,"New Mexico
(35.061378, -106.651335)"
Other events,2012:11:NMRX:11182012,0,0,0,50000,0,0,0,BERNALILLO,11/18/2012 0:00,22:30,2012,2013,"M406,","NMRX,",NA,"M4,","M,",MAIN,New Mexico,35.067448,-106.65037,"New Mexico
(35.067448, -106.65037)"
Side collision,2012:11:BNSF:SW1112100,0,0,0,9997,0,0,0,BERNALILLO,11/5/2012 0:00,17:30,2012,2013,"H307,","BNSF,",8,"H3,","H,",YARD,New Mexico,35.06713,-106.650281,"New Mexico
(35.06713, -106.650281)"
Other impacts,2012:01:BNSF:SW0112107,0,0,2500,10950,1,1,0,BERNALILLO,1/26/2012 0:00,6:45,2012,2012,"H306,","BNSF,",7,"H3,","H,",YARD,New Mexico,35.078828,-106.648012,"New Mexico
(35.078828, -106.648012)"
Derailments,2011:09:BNSF:SW0911108,0,0,17500,12275,0,0,0,BERNALILLO,9/18/2011 0:00,15:00,2011,2011,"E49C,","BNSF,",7,"E4,","E,",YARD,New Mexico,35.0818,-106.647482,"New Mexico
(35.0818, -106.647482)"
Derailments,2015:01:NMRX:1062015,0,0,148,36406,0,0,0,BERNALILLO,1/6/2015 0:00,22:52,2015,2015,"M503,","NMRX,",3,"M5,","M,",YARD,New Mexico,35.085808,-106.646913,"New Mexico
(35.085808, -106.646913)"
Other events,2014:08:BNSF:MT0814110,0,0,24453,0,0,0,0,VALLEY,8/18/2014 0:00,6:50,2014,2014,"H221,H702,","BNSF,",1,"H2,H7,","H,",MAIN,Montana,48.195111,-106.635796,"Montana
(48.195111, -106.635796)"
Derailments,2012:08:XPBS:INDUSTRY,0,0,200,89943,0,0,0,BERNALILLO,8/21/2012 0:00,19:45,2012,2012,"H018,T205,","BNSF,",6,"H0,T2,","H,T,",INDUSTRY,New Mexico,35.103374,-106.634924,"New Mexico
(35.103374, -106.634924)"
Highway-rail impact,2013:06:BNSF:PR0613200,0,1,12660,0,0,0,0,SHERIDAN,6/24/2013 0:00,7:20,2013,2013,"M302,","BNSF,",1,"M3,","M,",YARD,Wyoming,44.4841,-106.57156,"Wyoming
(44.4841, -106.57156)"
Derailments,2011:11:UP:1111DV019,0,0,590862,227722,0,0,0,CARBON,11/30/2011 0:00,21:15,2011,2012,"E33C,","UP,",1,"E3,","E,",MAIN,Wyoming,41.868268,-106.562342,"Wyoming
(41.868268, -106.562342)"
Derailments,2011:12:BNSF:PR1211106,0,0,35201,3000,0,0,0,SHERIDAN,12/19/2011 0:00,23:05,2011,2012,"E61C,","BNSF,",1,"E6,","E,",MAIN,Wyoming,44.647054,-106.555444,"Wyoming
(44.647054, -106.555444)"
Derailments,2013:11:BNSF:SW1113109,0,0,5000,1106778,1,1,0,TORRANCE,11/22/2013 0:00,10:55,2013,2014,"M105,","BNSF,",1,"M1,","M,",MAIN,New Mexico,34.465152,-106.509634,"New Mexico
(34.465152, -106.509634)"
Derailments,2015:11:BNSF:SW1115104,0,0,5000,450000,0,0,0,TORRANCE,11/27/2015 0:00,10:15,2015,2016,"M105,","BNSF,",1,"M1,","M,",MAIN,New Mexico,34.450268,-106.501891,"New Mexico
(34.450268, -106.501891)"
Highway-rail impact,2014:01:BNSF:PR0114202,1,0,286238,5582,0,0,0,SHERIDAN,1/8/2014 0:00,19:00,2014,2014,"M302,","BNSF,",1,"M3,","M,",MAIN,Wyoming,44.50202,-106.49752,"Wyoming
(44.50202, -106.49752)"
Other impacts,2016:01:NMRX:01242016,0,0,0,57000,0,0,0,SANDOVAL,1/24/2016 0:00,6:30,2016,2016,"M599,","NMRX,",NA,"M5,","M,",MAIN,New Mexico,35.370815,-106.495231,"New Mexico
(35.370815, -106.495231)"
Derailments,2012:06:BNSF:SW0612103,0,0,150000,66904,22,0,0,EL PASO,6/8/2012 0:00,4:30,2012,2012,"T303,","BNSF,",165,"T3,","T,",YARD,Texas,31.753984,-106.494212,"Texas
(31.753984, -106.494212)"
Other impacts,2013:09:BNSF:SW0913108,0,0,0,12500,0,0,0,EL PASO,9/28/2013 0:00,13:50,2013,2013,"H307,H702,","BNSF,",67,"H3,H7,H3,H7,","H,",YARD,Texas,31.753,-106.492,"Texas
(31.753, -106.492)"
Derailments,2012:09:BNSF:SW0912105,0,0,9000,4500,0,0,0,EL PASO,9/21/2012 0:00,11:35,2012,2012,"S011,","BNSF,",1,"S0,","S,",YARD,Texas,31.749482,-106.489401,"Texas
(31.749482, -106.489401)"
Derailments,2012:07:UP:0712ST005,0,0,4616,10092,0,0,0,EL PASO,7/12/2012 0:00,1:00,2012,2012,"T202,","UP,",7,"T2,","T,",YARD,Texas,31.748957,-106.48255,"Texas
(31.748957, -106.48255)"
Derailments,2012:09:UP:0912ST017,0,0,3581,8191,0,0,0,EL PASO,9/25/2012 0:00,20:20,2012,2012,"M405,","UP,",1,"M4,","M,",YARD,Texas,31.76731,-106.482443,"Texas
(31.76731, -106.482443)"
Side collision,2013:03:UP:0313ST015,0,0,2600,120901,0,0,0,EL PASO,3/23/2013 0:00,11:45,2013,2013,"S012,H307,","UP,",76,"S0,H3,S0,H3,","S,H,S,H,",YARD,Texas,31.749341,-106.475541,"Texas
(31.749341, -106.475541)"
Derailments,2014:11:UP:1114DV016,0,0,721446,5942,8,1,0,GRAND,11/22/2014 0:00,23:30,2014,2015,"M101,","UP,",1,"M1,","M,",MAIN,Colorado,40.017311,-106.474781,"Colorado
(40.017311, -106.474781)"
Derailments,2012:05:UP:0512ST005,0,0,21790,1691,7,2,0,EL PASO,5/13/2012 0:00,15:45,2012,2012,"T207,","UP,",7,"T2,","T,",YARD,Texas,31.750756,-106.47449,"Texas
(31.750756, -106.47449)"
Derailments,2013:10:UP:1013ST007,0,0,9450,133516,44,0,0,EL PASO,10/18/2013 0:00,20:21,2013,2014,"H599,","UP,",1,"H5,","H,",MAIN,Texas,31.773687,-106.471855,"Texas
(31.773687, -106.471855)"
Derailments,2014:07:UP:0714ST014,0,0,30298,34291,3,0,0,EL PASO,7/18/2014 0:00,14:20,2014,2014,"T103,","UP,",7,"T1,","T,",YARD,Texas,31.757096,-106.469998,"Texas
(31.757096, -106.469998)"
Derailments,2011:09:UP:0911ST001,0,0,30199,10504,52,0,0,EL PASO,9/2/2011 0:00,8:30,2011,2011,"M405,","UP,",1,"M4,","M,",MAIN,Texas,31.773789,-106.469193,"Texas
(31.773789, -106.469193)"
Derailments,2013:05:UP:0513ST002,0,0,100,15672,0,0,0,EL PASO,5/3/2013 0:00,9:40,2013,2013,"H401,","UP,",1,"H4,","H,",MAIN,Texas,31.772642,-106.469146,"Texas
(31.772642, -106.469146)"
Derailments,2014:04:UP:0414ST004,0,0,6747,11938,2,0,0,EL PASO,4/11/2014 0:00,12:46,2014,2014,"M204,","UP,",1,"M2,","M,",YARD,Texas,31.756548,-106.392744,"Texas
(31.756548, -106.392744)"
Other impacts,2012:06:UP:0612ST015,0,0,0,13406,2,0,0,EL PASO,6/22/2012 0:00,11:00,2012,2012,"H306,","UP,",7,"H3,","H,",YARD,Texas,31.755519,-106.390733,"Texas
(31.755519, -106.390733)"
Derailments,2013:09:UP:0913ST014,0,0,2800,22566,0,0,0,EL PASO,9/23/2013 0:00,19:40,2013,2013,"T220,","UP,",7,"T2,","T,",YARD,Texas,31.752509,-106.387756,"Texas
(31.752509, -106.387756)"
Other impacts,2014:05:UP:0514ST012,0,0,700,37564,2,2,0,EL PASO,5/24/2014 0:00,19:25,2014,2014,"H307,","UP,",7,"H3,","H,",YARD,Texas,31.752509,-106.387756,"Texas
(31.752509, -106.387756)"
Derailments,2015:01:UP:0115ST006,0,0,56330,278,0,0,0,EL PASO,1/14/2015 0:00,5:00,2015,2015,"T314,","UP,",1,"T3,","T,",YARD,Texas,31.752846,-106.38734,"Texas
(31.752846, -106.38734)"
Other impacts,2012:06:UP:0612ST024,0,0,792,11245,0,0,0,EL PASO,6/28/2012 0:00,11:00,2012,2012,"H310,","UP,",75,"H3,","H,",YARD,Texas,31.750679,-106.383645,"Texas
(31.750679, -106.383645)"
Side collision,2016:02:UP:0216ST007,0,0,99,67660,21,8,0,EL PASO,2/15/2016 0:00,17:31,2016,2016,"H306,","UP,",7,"H3,","H,",YARD,Texas,31.747857,-106.381681,"Texas
(31.747857, -106.381681)"
Derailments,2013:04:BNSF:PR0413105,0,0,750,12657,0,0,0,NATRONA,4/12/2013 0:00,21:30,2013,2013,"H307,H303,","BNSF,",7,"H3,","H,",INDUSTRY,Wyoming,42.859409,-106.378,"Wyoming
(42.859409, -106.378)"
Derailments,2014:08:UP:0814ST019,0,0,550000,592208,16,9,0,EL PASO,8/21/2014 0:00,22:15,2014,2014,"H704,","UP,",7,"H7,","H,",YARD,Texas,31.742139,-106.37556,"Texas
(31.742139, -106.37556)"
Derailments,2015:05:BHBZ:INDUSTRY,0,0,0,21181,0,0,0,NATRONA,5/1/2015 0:00,22:00,2015,2015,"T111,","BNSF,",7,"T1,","T,",INDUSTRY,Wyoming,42.852355,-106.374722,"Wyoming
(42.852355, -106.374722)"
Highway-rail impact,2012:05:UP:0512ST009,0,1,15000,5000,0,0,0,EL PASO,5/22/2012 0:00,24:38:00,2012,2012,"M305,M399,","ATK,UP,",2,"M3,","M,",MAIN,Texas,31.705081,-106.332088,"Texas
(31.705081, -106.332088)"
Other impacts,2013:03:BNSF:PR0313110,0,0,0,10205,2,2,0,NATRONA,3/22/2013 0:00,3:50,2013,2013,"H318,","BNSF,",57,"H3,","H,",YARD,Wyoming,42.85389,-106.326074,"Wyoming
(42.85389, -106.326074)"
Rear end collision,2016:04:NMRX:01042016,0,0,0,59442,0,0,0,SANDOVAL,4/1/2016 0:00,4:30,2016,2016,"M599,","NMRX,",NA,"M5,","M,",MAIN,New Mexico,35.511364,-106.325735,"New Mexico
(35.511364, -106.325735)"
Highway-rail impact,2014:07:UP:0714ST008,0,1,0,20244,0,0,0,OTERO,7/13/2014 0:00,15:15,2014,2014,"M302,","UP,",1,"M3,","M,",MAIN,New Mexico,32.13594,-106.237782,"New Mexico
(32.13594, -106.237782)"
Derailments,2012:07:BNSF:MT0712106,0,0,192724,1355499,13,8,1,VALLEY,7/17/2012 0:00,15:35,2012,2012,"T109,","BNSF,",1,"T1,","T,",MAIN,Montana,48.075873,-106.190452,"Montana
(48.075873, -106.190452)"
Derailments,2011:11:BNSF:MT1111109,0,0,351285,1052600,1,1,0,VALLEY,11/19/2011 0:00,22:10,2011,2012,"T207,","BNSF,",1,"T2,","T,",MAIN,Montana,48.071938,-106.134431,"Montana
(48.071938, -106.134431)"
Obstruction impact,2011:10:UP:1011DV003,0,1,0,22735,0,0,0,CARBON,10/6/2011 0:00,2:07,2011,2012,"M206,","UP,",1,"M2,","M,",MAIN,Wyoming,41.8621,-106.109574,"Wyoming
(41.8621, -106.109574)"
Fire/violent rupture,2014:06:UP:0614ST015,0,0,0,82290,0,0,0,OTERO,6/20/2014 0:00,21:23,2014,2014,"M406,","UP,",1,"M4,","M,",INDUSTRY,New Mexico,32.361701,-106.092536,"New Mexico
(32.361701, -106.092536)"
Other events,2012:02:BNSF:SW0212110,0,0,13993,0,0,0,0,TORRANCE,2/8/2012 0:00,16:30,2012,2012,"H997,","BNSF,",NA,"H9,","H,",MAIN,New Mexico,34.577717,-106.091871,"New Mexico
(34.577717, -106.091871)"
Fire/violent rupture,2015:03:UP:0315ST003,0,0,0,126091,0,0,0,OTERO,3/2/2015 0:00,24:54:00,2015,2015,"M406,","UP,",1,"M4,","M,",MAIN,New Mexico,33.321658,-106.074962,"New Mexico
(33.321658, -106.074962)"
Obstruction impact,2012:08:UP:0812ST011,0,1,0,10000,0,0,0,EL PASO,8/23/2012 0:00,19:37,2012,2012,"M404,","UP,",9,"M4,","M,",MAIN,Texas,31.420889,-106.032467,"Texas
(31.420889, -106.032467)"
Derailments,2016:04:SLRG:SL160429A,0,0,79205,1500,0,0,0,RIO GRANDE,4/29/2016 0:00,15:39,2016,2016,"T221,","SLRG,",1,"T2,","T,",MAIN,Colorado,37.532035,-106.029106,"Colorado
(37.532035, -106.029106)"
Other events,2015:11:BNSF:PR1115113,0,0,31700,9413,0,0,0,SHERIDAN,11/28/2015 0:00,3:24,2015,2016,"E36C,","BNSF,",1,"E3,","E,",MAIN,Wyoming,44.577248,-106.014603,"Wyoming
(44.577248, -106.014603)"
Obstruction impact,2013:05:UP:0513ST010,0,0,55500,10742,0,0,0,OTERO,5/11/2013 0:00,16:30,2013,2013,"M402,","UP,",1,"M4,","M,",MAIN,New Mexico,32.853154,-105.968737,"New Mexico
(32.853154, -105.968737)"
Derailments,2014:11:UP:1114DV020,0,0,83580,80087,0,0,0,GRAND,11/26/2014 0:00,10:00,2014,2015,"H303,","UP,",1,"H3,","H,",SIDING,Colorado,40.084471,-105.940041,"Colorado
(40.084471, -105.940041)"
Derailments,2012:06:UP:0612ST001,0,0,416585,164888,0,0,0,HUDSPETH,6/2/2012 0:00,24:44:00,2012,2012,"M410,","UP,",1,"M4,","M,",MAIN,Texas,31.363896,-105.918165,"Texas
(31.363896, -105.918165)"
Derailments,2012:12:ZTRP:INDUSTRY,0,0,750,14485,0,0,0,CUSTER,12/9/2012 0:00,24:35:00,2012,2013,"H307,H702,","BNSF,",1,"H3,H7,","H,",INDUSTRY,Montana,46.402605,-105.848958,"Montana
(46.402605, -105.848958)"
Other impacts,2011:11:BNSF:MT1111104,0,0,0,11286,30,0,0,CUSTER,11/4/2011 0:00,8:00,2011,2012,"H307,H302,","BNSF,",16,"H3,","H,",MAIN,Montana,46.409448,-105.840198,"Montana
(46.409448, -105.840198)"
Derailments,2012:03:BNSF:SW0312101,0,0,170497,8000,4,0,0,TORRANCE,3/15/2012 0:00,6:45,2012,2012,"E45C,","BNSF,",1,"E4,","E,",MAIN,New Mexico,34.657722,-105.824843,"New Mexico
(34.657722, -105.824843)"
Derailments,2011:07:UP:0711ST018,0,0,10252,2220,0,0,0,LINCOLN,7/31/2011 0:00,16:20,2011,2011,"M103,","UP,",1,"M1,","M,",MAIN,New Mexico,33.888714,-105.811089,"New Mexico
(33.888714, -105.811089)"
Derailments,2012:03:BNSF:MT0312109,0,0,58920,2000,0,0,0,CUSTER,3/31/2012 0:00,6:00,2012,2012,"E60C,","BNSF,",1,"E6,","E,",SIDING,Montana,46.499539,-105.732299,"Montana
(46.499539, -105.732299)"
Fire/violent rupture,2015:07:UP:0715ST015,0,0,0,17222,0,0,0,LINCOLN,7/29/2015 0:00,19:47,2015,2015,"E74L,","UP,",1,"E7,","E,",MAIN,New Mexico,34.182067,-105.640289,"New Mexico
(34.182067, -105.640289)"
Other events,2013:04:BNSF:MT0413106,0,0,30185,0,0,0,0,ROOSEVELT,4/16/2013 0:00,10:08,2013,2013,"H307,H702,","BNSF,",1,"H3,H7,","H,",MAIN,Montana,48.108346,-105.529119,"Montana
(48.108346, -105.529119)"
Other impacts,2013:07:BNSF:PR0713101,0,0,0,23300,1,1,0,CAMPBELL,7/1/2013 0:00,8:00,2013,2013,"H302,H307,","BNSF,",1,"H3,","H,",YARD,Wyoming,44.296068,-105.516047,"Wyoming
(44.296068, -105.516047)"
Derailments,2013:04:UP:0413ST006,0,0,21898,6648,0,0,0,TORRANCE,4/11/2013 0:00,24:00:00,2013,2013,"E53C,","UP,",1,"E5,","E,",MAIN,New Mexico,34.418214,-105.456053,"New Mexico
(34.418214, -105.456053)"
Side collision,2014:06:BNSF:MT0614102,0,0,0,20319,0,0,0,PRAIRIE,6/17/2014 0:00,23:58,2014,2014,"M105,","BNSF,",1,"M1,","M,",MAIN,Montana,46.711168,-105.449407,"Montana
(46.711168, -105.449407)"
Other events,2012:11:XEBU:INDUSTRY,0,0,0,11337,0,0,0,CAMPBELL,11/7/2012 0:00,7:35,2012,2013,"H311,","BNSF,",1,"H3,","H,",INDUSTRY,Wyoming,44.382929,-105.447768,"Wyoming
(44.382929, -105.447768)"
Derailments,2011:11:XRCR:INDUSTRY,0,0,19,10463,0,0,0,HUDSPETH,11/3/2011 0:00,9:30,2011,2012,"H306,","UP,",4,"H3,","H,",INDUSTRY,Texas,31.191686,-105.423459,"Texas
(31.191686, -105.423459)"
Derailments,2013:09:UP:0913DV004,0,0,2574,19421,0,0,0,GILPIN,9/11/2013 0:00,20:30,2013,2013,"M101,M103,","UP,",1,"M1,","M,",MAIN,Colorado,39.933584,-105.400622,"Colorado
(39.933584, -105.400622)"
Derailments,2013:04:UP:0413DV006,0,0,3980,19261,0,0,0,GILPIN,4/10/2013 0:00,22:28,2013,2013,"T111,","UP,",8,"T1,","T,",MAIN,Colorado,39.933273,-105.398688,"Colorado
(39.933273, -105.398688)"
Highway-rail impact,2012:12:UP:1212ST009,0,2,121485,283253,0,0,0,TORRANCE,12/19/2012 0:00,13:19,2012,2013,"M304,","UP,",1,"M3,","M,",MAIN,New Mexico,34.468828,-105.395187,"New Mexico
(34.468828, -105.395187)"
Side collision,2015:07:ANAQ:INDUSTRY,0,0,0,49575,3,3,0,CAMPBELL,7/27/2015 0:00,20:50,2015,2015,"H307,","BNSF,",51,"H3,","H,",INDUSTRY,Wyoming,43.842146,-105.363762,"Wyoming
(43.842146, -105.363762)"
Other impacts,2011:06:BNSF:PR0611108,0,0,45000,0,0,0,0,CONVERSE,6/14/2011 0:00,16:45,2011,2011,"H997,","BNSF,",9,"H9,","H,",MAIN,Wyoming,43.632799,-105.362,"Wyoming
(43.632799, -105.362)"
Derailments,2012:03:BTMZ:INDUSTRY,0,0,0,27500,0,0,0,CAMPBELL,3/3/2012 0:00,8:00,2012,2012,"M101,","BNSF,",1,"M1,","M,",INDUSTRY,Wyoming,43.771842,-105.361461,"Wyoming
(43.771842, -105.361461)"
Other impacts,2013:04:BNSF:PR0413101,0,0,0,67924,0,0,0,CAMPBELL,4/5/2013 0:00,4:00,2013,2013,"H307,","BNSF,",1,"H3,","H,",MAIN,Wyoming,43.809466,-105.361374,"Wyoming
(43.809466, -105.361374)"
Obstruction impact,2014:04:BTMZ:INDUSTRY,0,0,0,12000,0,0,0,CAMPBELL,4/4/2014 0:00,1:30,2014,2014,"H307,","BNSF,",19,"H3,","H,",INDUSTRY,Wyoming,43.73343,-105.36127,"Wyoming
(43.73343, -105.36127)"
Fire/violent rupture,2012:06:BNSF:PR0612108,0,0,0,22551,0,0,0,CAMPBELL,6/6/2012 0:00,2:46,2012,2012,"E74L,","BNSF,UP,",1,"E7,","E,",MAIN,Wyoming,43.71557,-105.361217,"Wyoming
(43.71557, -105.361217)"
Derailments,2013:08:BNSF:PR0813105,0,0,0,127562,0,0,0,CAMPBELL,8/11/2013 0:00,12:45,2013,2013,"E86C,","BNSF,",1,"E8,","E,",YARD,Wyoming,43.728553,-105.361189,"Wyoming
(43.728553, -105.361189)"
Derailments,2016:01:BNSF:PR0116100,0,0,157232,43127,0,0,0,CAMPBELL,1/2/2016 0:00,18:00,2016,2016,"H307,H705,","BNSF,UP,",1,"H3,H7,H3,H7,","H,",MAIN,Wyoming,43.728553,-105.361189,"Wyoming
(43.728553, -105.361189)"
Derailments,2016:04:UP:0416DV010,0,0,11083,1336,0,0,0,BOULDER,4/18/2016 0:00,21:40,2016,2016,"H019,","UP,",1,"H0,","H,",MAIN,Colorado,39.923613,-105.355599,"Colorado
(39.923613, -105.355599)"
Fire/violent rupture,2014:07:BNSF:PR0714120,0,0,0,10745,0,0,0,CAMPBELL,7/10/2014 0:00,12:30,2014,2014,"E73L,","BNSF,UP,",1,"E7,","E,",MAIN,Wyoming,43.964618,-105.343532,"Wyoming
(43.964618, -105.343532)"
Derailments,2013:03:BNSF:PR0313102,0,0,271475,129308,4,0,0,CAMPBELL,3/5/2013 0:00,6:55,2013,2013,"H503,","BNSF,",1,"H5,","H,",MAIN,Wyoming,44.289439,-105.341326,"Wyoming
(44.289439, -105.341326)"
Derailments,2013:10:BNSF:PR1013109,0,0,48000,9980,0,0,0,CAMPBELL,10/26/2013 0:00,11:00,2013,2014,"E33C,E32C,","BNSF,",1,"E3,","E,",MAIN,Wyoming,44.312126,-105.341257,"Wyoming
(44.312126, -105.341257)"
Other events,2011:11:BNSF:PR1111102,0,0,28000,0,0,0,0,CAMPBELL,11/22/2011 0:00,18:42,2011,2012,"H705,H307,","BNSF,UP,",1,"H7,H3,","H,",MAIN,Wyoming,43.621661,-105.340003,"Wyoming
(43.621661, -105.340003)"
Side collision,2012:11:XCPE:INDUSTRY,0,0,0,133064,0,0,0,CAMPBELL,11/5/2012 0:00,13:45,2012,2013,"H022,","UP,",1,"H0,","H,",INDUSTRY,Wyoming,44.079729,-105.339808,"Wyoming
(44.079729, -105.339808)"
Other events,2013:02:BNSF:PR0213107,0,0,24500,0,0,0,0,CAMPBELL,2/17/2013 0:00,4:18,2013,2013,"H221,H702,","BNSF,",1,"H2,H7,","H,",INDUSTRY,Wyoming,44.095169,-105.336883,"Wyoming
(44.095169, -105.336883)"
Other events,2012:10:BNSF:PR1012104,0,0,43919,0,0,0,0,CAMPBELL,10/8/2012 0:00,16:57,2012,2013,"H702,","BNSF,",8,"H7,","H,",MAIN,Wyoming,44.083062,-105.335141,"Wyoming
(44.083062, -105.335141)"
Derailments,2016:05:XNBM:INDUSTRY,0,0,4500,17767,2,2,0,CAMPBELL,5/20/2016 0:00,19:50,2016,2016,"H303,","BNSF,",1,"H3,","H,",INDUSTRY,Wyoming,44.077254,-105.333454,"Wyoming
(44.077254, -105.333454)"
Derailments,2013:11:BNSF:PR1113106,0,0,5400,22156,0,0,0,CONVERSE,11/4/2013 0:00,22:55,2013,2014,"E36C,E34C,","BNSF,UP,",1,"E3,","E,",MAIN,Wyoming,43.463725,-105.322721,"Wyoming
(43.463725, -105.322721)"
Derailments,2012:06:BNSF:PR0612103,0,0,565316,1004375,0,0,0,CONVERSE,6/23/2012 0:00,16:49,2012,2012,"T109,","BNSF,UP,",1,"T1,","T,",MAIN,Wyoming,43.348479,-105.321189,"Wyoming
(43.348479, -105.321189)"
Other events,2015:04:BNSF:PR0415115,0,0,2500,39771,0,0,0,CONVERSE,4/25/2015 0:00,1:06,2015,2015,"E20C,","BNSF,",1,"E2,","E,",MAIN,Wyoming,43.341202,-105.320997,"Wyoming
(43.341202, -105.320997)"
